S1_std,S2_std,S2_val,S1_val,P_choose1,N_trials
0.7000000000000001,8,0,0.8000000000000043,0.7968,2500
0.7000000000000001,8,0,0.9000000000000044,0.8156,2500
0.7000000000000001,8,0,1.0000000000000044,0.836,2500
0.7000000000000001,8,0,1.1000000000000043,0.8312,2500
0.7000000000000001,8,0,1.2000000000000046,0.8616,2500
0.7000000000000001,8,0,1.3000000000000047,0.8692,2500
0.7000000000000001,8,0,1.4000000000000048,0.8708,2500
0.7000000000000001,8,0,1.5000000000000049,0.882,2500
0.7000000000000001,8,0,1.600000000000005,0.8916,2500
0.7000000000000001,8,0,1.700000000000005,0.9176,2500
0.7000000000000001,8,0,1.8000000000000052,0.9128,2500
0.7000000000000001,8,0,1.9000000000000052,0.9204,2500
0.7000000000000001,8,0,2.0000000000000053,0.9152,2500
0.7000000000000001,8,0,2.1000000000000054,0.94,2500
0.7000000000000001,8,0,2.2000000000000055,0.9476,2500
0.7000000000000001,8,0,2.3000000000000056,0.948,2500
0.7000000000000001,8,0,2.4000000000000057,0.9536,2500
0.7000000000000001,8,0,2.5000000000000058,0.9568,2500
0.7000000000000001,8,0,2.600000000000006,0.9632,2500
0.7000000000000001,8,0,2.700000000000006,0.9568,2500
0.7000000000000001,8,0,2.800000000000006,0.968,2500
0.7000000000000001,8,0,2.900000000000006,0.9744,2500
0.7000000000000001,8,0,3.000000000000006,0.9804,2500
0.7000000000000001,8,0,3.1000000000000063,0.9776,2500
0.7000000000000001,8,0,3.2000000000000064,0.9804,2500
0.7000000000000001,8,0,3.3000000000000065,0.986,2500
0.7000000000000001,8,0,3.4000000000000066,0.9872,2500
0.7000000000000001,8,0,3.5000000000000067,0.9856,2500
0.7000000000000001,8,0,3.6000000000000068,0.9924,2500
0.7000000000000001,8,0,3.700000000000007,0.992,2500
0.7000000000000001,8,0,3.800000000000007,0.9952,2500
0.7000000000000001,8,0,3.900000000000007,0.992,2500
0.7000000000000001,8,0,4.000000000000007,0.9924,2500
0.8,8,0,-4.0,0.0636,2500
0.8,8,0,-3.9,0.0796,2500
0.8,8,0,-3.8,0.07,2500
0.8,8,0,-3.7,0.0828,2500
0.8,8,0,-3.5999999999999996,0.0892,2500
0.8,8,0,-3.4999999999999996,0.0892,2500
0.8,8,0,-3.3999999999999995,0.1176,2500
0.8,8,0,-3.2999999999999994,0.1148,2500
0.8,8,0,-3.1999999999999993,0.1312,2500
0.8,8,0,-3.099999999999999,0.1348,2500
0.8,8,0,-2.999999999999999,0.1516,2500
0.8,8,0,-2.899999999999999,0.152,2500
0.8,8,0,-2.799999999999999,0.1804,2500
0.8,8,0,-2.699999999999999,0.1904,2500
0.8,8,0,-2.5999999999999988,0.1952,2500
0.8,8,0,-2.4999999999999987,0.206,2500
0.8,8,0,-2.3999999999999986,0.2376,2500
0.8,8,0,-2.2999999999999985,0.2328,2500
0.8,8,0,-2.1999999999999984,0.2648,2500
0.8,8,0,-2.0999999999999983,0.2628,2500
0.8,8,0,-1.9999999999999984,0.2888,2500
0.8,8,0,-1.899999999999998,0.302,2500
0.8,8,0,-1.799999999999998,0.3148,2500
0.8,8,0,-1.699999999999998,0.3248,2500
0.8,8,0,-1.599999999999998,0.3548,2500
0.8,8,0,-1.4999999999999978,0.3704,2500
0.8,8,0,-1.3999999999999977,0.384,2500
0.8,8,0,-1.2999999999999976,0.3888,2500
0.8,8,0,-1.1999999999999975,0.434,2500
0.8,8,0,-1.0999999999999974,0.45,2500
0.8,8,0,-0.9999999999999972,0.4664,2500
0.8,8,0,-0.8999999999999972,0.484,2500
0.8,8,0,-0.7999999999999972,0.4932,2500
0.8,8,0,-0.6999999999999971,0.5028,2500
0.8,8,0,-0.599999999999997,0.5416,2500
0.8,8,0,-0.4999999999999969,0.5696,2500
0.8,8,0,-0.3999999999999968,0.566,2500
0.8,8,0,-0.2999999999999967,0.5908,2500
0.8,8,0,-0.1999999999999966,0.6112,2500
0.8,8,0,-0.0999999999999965,0.6268,2500
0.8,8,0,3.552713678800501e-15,0.6464,2500
0.8,8,0,0.1000000000000036,0.6876,2500
0.8,8,0,0.2000000000000037,0.6912,2500
0.8,8,0,0.3000000000000038,0.6888,2500
0.8,8,0,0.4000000000000039,0.7144,2500
0.8,8,0,0.500000000000004,0.738,2500
0.8,8,0,0.6000000000000041,0.7544,2500
0.8,8,0,0.7000000000000042,0.7636,2500
0.8,8,0,0.8000000000000043,0.7776,2500
0.8,8,0,0.9000000000000044,0.7944,2500
0.8,8,0,1.0000000000000044,0.8228,2500
0.8,8,0,1.1000000000000043,0.8284,2500
0.8,8,0,1.2000000000000046,0.8336,2500
0.8,8,0,1.3000000000000047,0.838,2500
0.8,8,0,1.4000000000000048,0.8752,2500
0.8,8,0,1.5000000000000049,0.8556,2500
0.8,8,0,1.600000000000005,0.872,2500
0.8,8,0,1.700000000000005,0.8792,2500
0.8,8,0,1.8000000000000052,0.8912,2500
0.8,8,0,1.9000000000000052,0.8972,2500
0.8,8,0,2.0000000000000053,0.9212,2500
0.8,8,0,2.1000000000000054,0.922,2500
0.8,8,0,2.2000000000000055,0.9288,2500
0.8,8,0,2.3000000000000056,0.9128,2500
0.8,8,0,2.4000000000000057,0.9388,2500
0.8,8,0,2.5000000000000058,0.9388,2500
0.8,8,0,2.600000000000006,0.9492,2500
0.8,8,0,2.700000000000006,0.9524,2500
0.8,8,0,2.800000000000006,0.95,2500
0.8,8,0,2.900000000000006,0.962,2500
0.8,8,0,3.000000000000006,0.9672,2500
0.8,8,0,3.1000000000000063,0.9656,2500
0.8,8,0,3.2000000000000064,0.9704,2500
0.8,8,0,3.3000000000000065,0.9716,2500
0.8,8,0,3.4000000000000066,0.9736,2500
0.8,8,0,3.5000000000000067,0.98,2500
0.8,8,0,3.6000000000000068,0.982,2500
0.8,8,0,3.700000000000007,0.986,2500
0.8,8,0,3.800000000000007,0.9844,2500
0.8,8,0,3.900000000000007,0.9872,2500
0.8,8,0,4.000000000000007,0.988,2500
